text,topic
"Reactors Trim Radioactive Waste Researchers at a Department of Energy lab are developing fuel rods that could halve the amount of nuclear waste produced. That's good news for Yucca Mountain, Nevada, where 40 years' worth of radioactive material is slated to be stored. By John Gartner.",Science and Technology
"Russia successfully launches Soyuz 2-1A rocket RBC, 09.11.2004, Moscow 09:25:54.Russia has successfully launched a new model of booster rocket, the Soyuz-2-1A. The rocket blasted off at 9:30 pm from the Plesetsk launch pad carrying a satellite model.",Science and Technology
The Evolution Of Centers Of Excellence In SaaS,Science and Technology
BikeExchange confirms ongoing consideration of Tom Dumoulin for 2023,Science and Technology
"Digital vs. analog- which is better? In the movie The Rock, the protagonist is a chemestry nerd who gleefully signs for a package as if he's a kid who's just gotten his box tops honored with a toy in the mail. He opens it- and it is an old, presumably pristine, Beatles LP.    His fellow chemist asks, ""why would you pay \$600.00 for that when you can get the CD for thirty?""    ""Because,"" the nerd says, ""these sound better.""    But do they, really?",Science and Technology
Coloradans Vote to Embrace Alternative Sources of Energy Colorado voters approved a proposal this month mandating that 10 percent of the state's electricity must come from wind and solar power by 2015.,Science and Technology
"Russian spaceship glitch may delay next launch to ISS A technical glitch with a docking system of a Russian spaceship might postpone the next crew #39;s launch to the International Space Station by five to 10 days, media ",Science and Technology
"Taiwan, Singapore Lead Gov't Online By ELIZABETH ZUCKERMAN    PROVIDENCE, Rhode Island (AP) -- A university study has found Taiwan and Singapore now lead the United States and Canada in providing government services online.    The Brown University survey, in its fourth year, measures the online performance of government in 198 countries...",Science and Technology
"SP2 Internet Explorer enhancements for Windows XP only Part of the recently-released Service Pack 2 for Windows XP was a slew of long-awaited updates to Internet Explorer. Along with patches for the browser, SP2 also included features such as the ability to block ",Science and Technology
Minding the Search Engine Business The UK specific version of Froogle features prices in UK Pounds and AdWords ads from British merchants. The company said it hoped the launch would offer a better online shopping experience both today and during the upcoming holidays.,Science and Technology
Fake viagra sold over the web from Malta-British scientists A study carried out by doctors from the University of London showed that 50 percent of the Viagra sold over the Internet was fake.,Science and Technology
"Stargazers Enjoy Total Lunar Eclipse The moon is partially covered by the shadow of the earth at approximately 9:14 pm EDT, as seen from Archer, Fla., Wednesday, Oct. 27, 2004.",Science and Technology
"Photos from MacExpo 2004 With over 100 exhibitors  #151; including Apple, Adobe, Bose, Epson, HP, Microsoft, Quark and Sony  #151; and more than 20,000 visitors expected during the three-day event  #151; this year #146;s London MacExpo is shaping up as the biggest and best ever staged. Nov 18",Science and Technology
"Spyware Bills Win House Approval Two bills designed to curb the proliferation of Internet ""spyware"" took another step toward law this week, but they are racing against the clock as Congress prepares to disperse for the November elections. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",Science and Technology
Google to Digitize Some Library Collections Five prestigious university and public libraries have reached agreement with Google Inc. to digitize millions of volumes in their collections and make portions of the text available for free ,Science and Technology
"Desktop Search Tool Ups the Ante, Says Microsoft (NewsFactor) NewsFactor - Microsoft (Nasdaq: MSFT) launched its beta version of a new tool that allows users to search from many places on the desktop -- such as Windows, Outlook and Explorer. The MSN Toolbar Suite takes advantage of Microsoft's dominant Windows operating system to provide an ever present search tool to mine for data on a computer's hard drive or information from the Web.",Science and Technology
"Policy to Preserve Coastline Runs Into Reality on Nation's Beaches Property owners at Cape San Blas, Fla., have run into an insurance Catch-22.",Science and Technology
"Study: Global Warming Could Affect Calif. (AP) AP - Global warming could cause dramatically hotter summers and a depleted snow pack in California, leading to a sharp increase in heat-related deaths and jeopardizing the water supply, according to a study released Monday.",Science and Technology
"Halted Russian Atomic Power Station Resumes Work (Reuters) Reuters - A reactor at a Russian atomic power\station which was closed after a malfunction resumed work on\Saturday, the station said.",Science and Technology
"UN: Domestic robot use to surge sevenfold by 2007 The United Nations annual World Robotics Survey predicts the use of robots around the home will surge seven-fold by 2007. The boom is expected to be seen in robots that can mow lawns and vacuum floors, among other chores.",Science and Technology
"IE Dominance Threatened by the Fox In addition to showing a penchant for alternatives to Internet Explorer, the latest data also suggest that Mozilla is becoming the preferred option for those seeking to abandon Microsoft.",Science and Technology
"IBM brings high-end storage functions to midrange IBM on Tuesday announced two new storage products  upper midrange and high-end disk arrays designed for ease of use and lower cost. The DS6000 and DS8000 feature higher physical storage capacities, a modular architecture, and additional visualization technology, all in systems considerably smaller than previous versions.",Science and Technology
"Q A: IAITAM President Barbara Rembiesa on asset management issues The International Association of Information Technology Asset Managers is planning to work with software publishers next year to help simplify the language in software contracts, says President Barbara Rembiesa.",Science and Technology
"Cybersecurity overhaul legislation DOA in Congress A bill to transfer the nation's cybersecurity director from the Department of Homeland Security to the White House is ""dead on arrival,"" according to sources.",Science and Technology
"NASA and Russia OK Next Space Station Crew In a separate development, the head of the RKK Energia company, which builds the Soyuz spacecraft, said his company was planning to send a new space shuttle to the space station between 2010 and 2012, depending on funding.",Science and Technology
"US House Passes Bill Targeting Net Song Swappers (Reuters) Reuters - Users of Internet ""peer to peer""\networks, already dodging lawsuits from the recording industry,\could face up to three years in prison under a bill passed by\the U.S. House of Representatives on Tuesday.",Science and Technology
Apple AirPort Express Some wireless gadgets pump music from a computer to a stereo or TV. Others take a broadband connection and make it available to any PC within range.,Science and Technology
"IBM Supercomputer Again Claims Record SAN JOSE, Calif. Nov 4, 2004 - A \$100 million supercomputer being built to analyze the nation #39;s nuclear stockpile has again set an unofficial performance record the second in just over a month.",Science and Technology
"Saturn #39;s Moon Titan May Hold Methane Lake Cassini has photographed icy volcanic flows and a large lake of what could be methane on Saturn #39;s mysterious moon Titan. The observations suggest Titan is geologically active and, and its environment ",Science and Technology
"Apple's fourth quarter, by the numbers (MacCentral) MacCentral - On Wednesday, Apple not only reached a major milestone with its highest fourth quarter earnings in nine years, according to CEO Steve Jobs, but it also shattered its previous record with more than 2 million iPods shipped during the fourth quarter of its 2004 fiscal year -- an incredible 500 percent increase over the fourth quarter of 2003 and 134 percent more than the previous quarter. That number not only helped the company reach a commanding 92. ...",Science and Technology
Pandas benefit from wireless net A broadband wireless network is helping researchers at an important panda park in China.,Science and Technology
"New Shuttle Tanks Should Not Shed Foam (AP) AP - NASA's redesigned space shuttle fuel tanks should no longer shed dangerous pieces of foam when launches resume next spring, officials said Thursday.",Science and Technology
"News: Technology Already Exists to Stabilize Global Warming Existing technologies could stop the escalation of global warming for 50 years and work on implementing them can begin immediately, according to an analysis by Princeton University scientists.  (Princeton University press release)",Science and Technology
"Inputs are dangerous Well, it #39;s  quot;Patch Day Tuesday quot; again, and Microsoft just released another raft of security bulletins. We got ten bulletins this time, but that amounts to something upwind of 20 separate vulnerabilities ",Science and Technology
"Ad Spending Rises, Particularly on the Net A report on advertising spending showed strong growth across most media in the first nine months of the year, with Internet advertising increasing the most.",Science and Technology
"U.S. iTunes Music Store now accepts PayPal (MacCentral) MacCentral - Apple Computer Inc. announced Friday that the U.S. version of its iTunes Music Store now accepts payments through PayPal, the popular electronic payment service owned by eBay. With PayPal, users can pay for their iTunes downloads using a ""virtual wallet"" that's linked to a credit card, bank account or stored account balance. Apple also announced that the first 500,000 customers to open a new iTunes account using PayPal as their payment method before March 31, 2005 will receive five free songs.",Science and Technology
Alaska Researchers Try to Breed Rare Ducks (AP) AP - Researchers at the Alaska Sealife Center are getting an education in the sex lives of a rare sea duck species that is disappearing from its nesting grounds in Alaska.,Science and Technology
"Top Ten National Geographic News Stories of 2004 Cicadas, a possible flooded future, and the discovery of a hobbit-like human were the most popular National Geographic News stories in 2004. Read the full list and ""vote"" by clicking on the stories.",Science and Technology
"Chemo: Testing Who Will Benefit A new report says a genetic profiling test already on the market accurately predicts which breast cancer patients will benefit from chemotherapy -- and who won't. It could help 80,000 women a year make better choices about their treatment.",Science and Technology
"New SP2 problems report p2pnet.net News:- An average company using Windows XP will encounter compatibility issues with the SP2 update on 10.3 of its Windows XP-based PCs, says a white paper from Canada #39;s AssetMetrix on-demand IT asset intelligence service.",Science and Technology
"Microsoft delivers SP2 at Post Office THE SOFTWARE giant on which the sun never sets is releasing its Microsoft Windows mega-patch in Post Offices throughout Japan. Microsoft in Tokyo has announced that it will exploit a network of 25,000 post ",Science and Technology
"EA game  #39;Madden #39; tops 1.3 million first week  quot;Madden NFL 2005, quot; the latest version of Electronic Arts #39; pro football video game franchise, sold more than 1.3 million copies in its first week of release, the company said Thursday, citing internal figures. ",Science and Technology
Yahoo unveils personalisation tool Scouring the web using Yahoo is set to become a lot more personal following the unveiling of the beta version of a host of new tools that allow users to search and save results just they way they want to.,Science and Technology
"Microsoft Tells Judge of Harm in Changing Windows  LUXEMBOURG (Reuters) - Microsoft Corp will suffer serious  harm if it is forced to provide a version of Windows without  Windows Media Player audio-visual software, its lawyer told a  European Union court on Friday.",Science and Technology
"Playboy Publishes More of the Google Interview on Playboy.com Playboy Publishes More of the Google Interview on Playboy.com\\Playboy magazine on Tuesday published previously unsyndicated interview excerpts to its Web site from its interview with Google's founders. The original interview was published just before the Internet search engine's much-anticipated initial public offering.\\In the never before seen excerpt on Playboy.com, Google ...",Science and Technology
"Oracle's Earnings Top Expectations by Penny Business software maker Oracle Corp.'s quarterly earnings exceeded analyst expectations, despite sluggish sales in a product line that the company hopes to bolster by completing a long-sought takeover of rival PeopleSoft Inc. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-AP&lt;/B&gt;&lt;/FONT&gt;",Science and Technology
"More than a money maker, Halo 2 helps set stage for Xbox #39;s next &lt;b&gt;...&lt;/b&gt; While Halo 2 is already a huge hit for Xbox out of the box, parent company Microsoft hopes the ripple effect of Halo 2 lasts well into its next generation of gaming hardware.",Science and Technology
Demand for Private Submersibles Is Soaring. Here’s What It’s Like to Take One on an Underwater Dive.,Science and Technology
"JBoss Brings Open Source to BPM (NewsFactor) NewsFactor - JBoss has released a new version of its open source business process management application, called ""jBPM.""",Science and Technology
"Online music pirates will be collared within days Trade association The British Phonographic Association (BPI) which last week vowed to bring 28 illegal music uploaders to justice, has secured a High Court action to force the internet service providers to come up with the identities of the alleged ",Science and Technology
"Health Highlights: Sept. 27, 2004 Here are some of the latest health and medical news developments, compiled by editors of HealthDay:    ------    Average Cost of U.S. Nursing Home is \$70K Annually: Survey      The average cost of a private room in a nursing home in the United States is \$70,080 a year, or \$192 a day, according to a survey released Monday by the MetLife Mature Market Institute...",Science and Technology
"Another 1,725 cases of Covid-19 reported in the State",Science and Technology
"Apple Shares Rise to Highest Level in Four Years on iPod Demand Apple Computer Inc. shares rose to a four-year high, erasing the slump triggered September 2000 by a disappointing profit forecast, as demand for the iPod digital music player surges before the year-end holiday shopping season.",Science and Technology
"Body Asymmetry Tied to Aggression Lashing out more common if one ear or finger is larger    HealthDayNews -- If one of your ears is bigger than the other, it may be a sign you're more likely to be aggressive when you get angry.    So say Ohio State University researchers, who found that the greater the asymmetry between certain body parts -- for example, if one foot, index finger, or ear is bigger than the other -- the more likely a person will show signs of aggression when provoked...",Science and Technology
Australia to Meet Kyoto Target But Refuses to Sign (Reuters) Reuters - Australia is on track to meet targets\set by the global Kyoto Treaty to cut greenhouse gas emissions\but will still not sign the pact because it ignores key areas\of the fight against global warming in developing nations.,Science and Technology
Serbs in Dispute Over Darwin Vs. Divine Charles Darwin #39;s evolution theory is out of Serb schools. The Bible is in. The education minister #39;s decision this week to drop the evolution ,Science and Technology
"Viruses Aimed at Microsoft Rise Sharply-Symantec  SAN FRANCISCO (Reuters) - The number of new viruses and  worms aimed at Microsoft Corp.'s &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=MSFT.O qtype=sym infotype=info qcat=news""&gt;MSFT.O&lt;/A&gt; ubiquitous Windows  operating system rose 400 percent between January and June from  the same year-earlier period, leading computer security company  Symantec said on Sunday.",Science and Technology
Chips Coming to a Brain Near You Researchers working with slices of rat brains come up with a microchip that mimics the part of the brain responsible for creating memories. They hope to create a prosthesis for the human brain within 15 years. By Lakshmi Sandhana.,Science and Technology
Facebook removes Bolsonaro video linking Covid shots to AIDS,Science and Technology
"MySQL Version 4.1 Certified as Production Ready MySQL AB, developer of the world #39;s most popular open source database, today announced the general availability of MySQL 4.1.",Science and Technology
"New Video Game Stirs Up Controversy It #39;s a long way from pac-man.  quot;Grand Theft Auto: San Andreas quot;, the latest installment of the popular criminal craze video game, is now on the streets firing up new debate.",Science and Technology
Phone Makers Turn On Mobile TV (PC World) PC World - Five companies are teaming up to deliver broadcast programming to wireless handsets.,Science and Technology
Rajnikanth to launch daughter Soundarya’s voice-based social media app ‘Hoote’,Science and Technology
"Study shows DSL leading in broadband growth Broadband digital subscriber line (DSL) led a global boom in broadband Internet access over the 12 months ended June 30, growing to about 78 million total subscribers as users of all broadband services surpassed 123 million, the DSL Forum announced Wednesday.",Science and Technology
"Black Friday wine fridge deals 2021 — early sales from Cafe, Insignia and more",Science and Technology
"Sun has its head in the clouds Sun has a laudable vision of the future of utility computing, where organisations with extra processing power can sell it back to a computing grid in the same manner that homes with solar panels can sell power back to the electrical power grid.",Science and Technology
"Microsoft investigates Windows Server flaw Microsoft is investigating a security flaw in Windows server software that could allow an attacker to gain complete control over systems running the software, the company said.",Science and Technology
"Slow going for networking sector Corporate customers are still tight-fisted with their budgets as they put off needed upgrades, analysts say.",Science and Technology
"Climber Who Cut Off Hand Looks Back Aron Ralston, the climber who spent five days pinned beneath a boulder in a Utah canyon last year, reflects on his lifesaving self-amputation.",Science and Technology
"New World Conservation Boss Eyes Climate, Oceans (Reuters) Reuters - The newly elected president of the\World Conservation Union (IUCN) said Wednesday that global\warming and the lack of protected marine zones were key\challenges that needed to be hoisted high on the green agenda.",Science and Technology
"Apple launches new iPod; rolls out download stores in Europe  amp; &lt;b&gt;...&lt;/b&gt; Apple has unveiled a new addition to the hugely successful iPod range, giving users more hard disc space and a colour screen for picture viewing.",Science and Technology
"In just 21 days, Facebook led new India user to gore, fake news",Science and Technology
"Web to Handset: Easy Data Dump Three Silicon Valley entrepreneurs want a simple way for folks to populate their mobile devices with data. As cell phones become the one thing to carry -- part phone, part PDA, part camera, part MP3 player -- using Vazu might do the trick.",Science and Technology
"Firefox beats million-download deadline With days to spare, the Mozilla Foundation beat its 10-day goal of 1 million Firefox downloads. Released six days ago, the first preview release of the Firefox 1.0 Web browser passed the million download mark ",Science and Technology
"A Sailor Man, 75, Gets a Digital Nip and Tuck This week, Popeye made his debut as a computer-generated 3-D character in a 44-minute movie called ""Popeye's Voyage: The Quest for Pappy,"" available on DVD.",Science and Technology
Alvarado returns to podium at her first cyclo-cross World Cup of season,Science and Technology
"Kodak, Sun Settle Java Lawsuit Eastman Kodak Co. and Sun Microsystems Inc. have settled their lawsuit over whether Sun infringed on Kodak #39;s patents in creating the Java platform.",Science and Technology
"Profit Jumps at Motorola, but Shares Trade Lower The company said it has benefited from growing demand for handsets that work on the new higher-speed networks being introduced by carriers in the U.S., Europe and Asia.",Science and Technology
Hitachi drive to connect with consumer devices Company hopes to woo makers of music players and other devices with easy integration and trimmer drive.,Science and Technology
Ballmer: We need a \$100 PC The Microsoft CEO says one way to stem growing piracy of Windows and Office in emerging markets is to offer low-cost computers.,Science and Technology
"CITES Allows Swaziland to Export, Hunt Rhinos (Reuters) Reuters - A U.N. conference gave tiny Swaziland\the green light Tuesday to export some of its white rhinos and\bring in trophy hunters occasionally to shoot the massive\animals.",Science and Technology
"Chicken Genome Could Shed Light on Human DNA A new US study says about 60 of the genes in chickens are closely related to those found in humans. In fact, the recently deciphered chicken genome should prove a valuable tool for learning about the human ",Science and Technology
"mmO2 Plans Europe #39;s Fastest 3G Wireless Network British mobile telecom operator mm02 will launch a high-speed mobile broadband service in 2005. Users will be able to download videos and music, and send large e-mail attachments at speeds ",Science and Technology
"Samsung Doubles Graphics Memory Density The Samsung device has at least twice the density of any graphics memory available today, offering gamers much richer textures and imagery, the electronics giant said.",Science and Technology
"iPass Wi-Fi Network Access in the Sky Connexion by Boeing, the only real-time, high-speed connectivity service available to commercial airline passengers and iPass, which operates the world #39;s largest Wi-Fi roaming network with over 11,000 active hotspots in 33 countries, complement each other ",Science and Technology
Microsoft Adds New Hotmail Fee Microsoft will start charging for a Hotmail feature that allows users of the Web-based e-mail service to access their e-mail using the Outlook e-mail client.,Science and Technology
"Man Held in England for Stealing Cisco Code By MATTHEW FORDAHL    SAN JOSE, Calif. (AP) -- A 20-year-old man has been arrested in England in the theft of the proprietary software blueprints used by Cisco Systems Inc...",Science and Technology
Met Office unveils supercomputer The Met Office is celebrating 150 years by unveiling a new supercomputer which they predict will put them at the forefront of weather forecasting.,Science and Technology
"Inuit Seek to Pressure U.S. to Slow Arctic Thaw (Reuters) Reuters - Inuit hunters threatened by an\accelerating thaw of the Arctic want to amend a U.N. convention\to put pressure on Washington to do more to slow global\warming, an Inuit leader said on Thursday.",Science and Technology
"Peer-to-Peer Companies Win in Court Grokster, Morpheus not liable for user's actions, appeals court says.",Science and Technology
"Consumers Trade in Home Phones for Mobile and Web (Reuters) Reuters - Laura Bekke moved into her new\Amsterdam flat last week and declined to have a fixed phone\line installed. Merijn Groenhart, a disc jockey in the same\city, has lived without a home phone for over a year.",Science and Technology
"Apple Stock Jumps to 4-Year High on IPod (AP) AP - Apple Computer Inc. stock jumped to a four-year high Monday after a major Wall Street firm nearly doubled its price target on the stock, saying that customer satisfaction with its iPod music player is creating ""wildfire word-of-mouth marketing"" for its Mac computers and other products.",Science and Technology
Screenshot 1 of 4: Google Desktop Search tool Google unveils its first desktop application for searching through personal files on the PC and through a person's Web history.,Science and Technology
"Geek notes BENQ #39;S new digital music player line, the Joybee 180, comes in three different designs, each with an additional cover you can swop around.",Science and Technology
Hunting climate change evidence Our correspondent David Shukman flies with a Nasa team as it monitors the state of Antarctica's glaciers.,Science and Technology
"Three Amazing Things Your Automobile Can't Do In many vehicles nowadays, you can check your e-mail, view Web sites, even watch television, from the comfort of your driver's seat.",Science and Technology
Biden humiliated as China uncovers terrifying weapon to silently wipe out space assets,Science and Technology
"Linux #39;s SuperComputing day As the SuperComputing 2004 show kicks off in the US city of Pittsburg this week, Linux technology will be well represented among the big honking processor, storage and networking technologies on display.",Science and Technology
"Researchers Find New Species of Bird MANILA, Philippines - Filipino and British wildlife researchers say they #39;ve stumbled upon what appears to be a new species of flightless bird found only on the tiny forested island of Calayan in the northern ...",Science and Technology
"Bank of America Begins Deployment of Cisco VoIP Phones CHARLOTTE - Bank of America is deploying some 180,000 Cisco Internet Protocol-based telephones across its 5,800 branches and enterprise centers in a major deployment of Voice over IP technology from Cisco.",Science and Technology
"Four Southern Californians charged in counterfeit software case LOS ANGELES -- Four Southern California residents pleaded innocent to conspiring to distribute more than \$30 million in counterfeit computer software and products, authorities said.",Science and Technology
"Intel Launches Tri-Mode Wi-Fi Chipset (NewsFactor) NewsFactor - Intel has unveiled a new Centrino chipset that supports three \Wi-Fi standards, along with new wireless software and improved security features.",Science and Technology
"Crew Prepares to Leave Space Station (AP) AP - A U.S.-Russian crew prepared Saturday to bid goodbye to the International Space Station and hurtle back to Earth inside a Russian Soyuz space capsule, ending a six-month mission in space.",Science and Technology
"Apple Computer  quot;buy, quot; target price raised NEW YORK, October 27 (newratings.com) - Analysts at First Albany reiterate their  quot;buy quot; rating on Apple Computer (AAPL.NAS).",Science and Technology
"Oracle working on database development tool SAN FRANCISCO -- Oracle is working on a tool to provide a complete life cycle for building, managing, and updating database applications, a company executive revealed at the Oracle OpenWorld conference here on Wednesday morning.",Science and Technology
"iTunes Tops 200 Million Downloads Music fans have purchased and downloaded more than 200 million songs from the iTunes Music Store. The 200 millionth song, part of  #147;The Complete U2, #148; was purchased by Ryan Alekman from Belchertown, MA. iTunes has made it easy to give the gift of music this holiday season with \$15 and \$25 iTunes prepaid cards available from retailers including Amazon.com, Best Buy, Circuit City, CompUSA, Kroger, RadioShack, 7-Eleven, Target, as well as the Apple online store and Apple retail stores. Dec 16",Science and Technology
"UN Nears Showdown on Pact to Ban Stem Cell Study (Reuters) Reuters - Talks at the United Nations\appear to have failed to avert a new U.N. confrontation over a\U.S.-led drive to ban all cloning of human embryos including\for stem cell research, diplomats said on Thursday.",Science and Technology
Microsoft announces SP2 support for Singapore users The days of piece-meal patching and shipped updates are over as Microsoft Singapore urged users to take advantage of the Automatic Updates feature in Windows XP to upgrade to Service Pack 2 (SP2).,Science and Technology
"CDs to Dominate for Years Over Net Downloads-Study The compact disc has at least another five years as the most popular music format before online downloads chip away at its dominance, a new study said on Tuesday.",Science and Technology
"Privacy complaint against Northwest dismissed The carrier did nothing wrong when it shared passenger data related to the Sept. 11 attacks, the Department of Transportation rules.",Science and Technology
"NASA Launches Hypersonic 'Scramjet' An unmanned NASA jet was launched over the Pacific Ocean on Tuesday in a bid to demonstrate a radical new engine technology by flying at a world-record 7,000 mph - almost 10 times the speed of sound.",Science and Technology
"UK  #39;Ministry of Porn #39; crackdown p2pnet.net News:- UK civil servants have been fired and  quot;disciplined quot; in a crackdown on Net porn at work, says Britain #39;s The Sun newspaper here.",Science and Technology
"AMD Mobilizes Against Centrino AMD (Quote, Chart) took the wraps off a batch of new mobile processors it hopes will steal market share away from Intel #39;s Centrino empire.",Science and Technology
Cingular/AT T Wireless: Now for Integration (NewsFactor) NewsFactor - The US #36;41 billion merger of Cingular Wireless and AT T Wireless Services (NYSE: AWE) is the largest so far in the U.S. wireless telecom industry.,Science and Technology
"Apple plans Toronto retail store The Mac maker confirmed to CNET News.com on Friday that it plans to open a store in Toronto in mid-2005. Apple started notifying Canadian retailers of its plans earlier Friday, according to Mac enthusiast site Macosxrumors.",Science and Technology
NASA sets a date to begin lunar tuning,Science and Technology
"Apple ships security patch for iChat Apple Computer last week released a security patch for its Mac OS X iChat instant messaging client, which contains a flaw that hackers could use to takeover a person #39;s computer.",Science and Technology
"Tape of Bigley #39;s assassination posted on website A videotape of the beheading of British hostage Kenneth Bigley appeared Sunday on an Islamist website, showing the civil engineer pleading that he wanted  quot;to live a simple life quot; moments before he was decapitated.",Science and Technology
Georgia School Board in Court Over Evolution Flap (Reuters) Reuters - Lawyers for a Georgia school district\and a group of parents clashed on Monday over the\constitutionality of placing stickers that challenge the theory\of evolution on textbooks.,Science and Technology
"Apple recalls 15in PowerBook batteries Apple has asked anyone who has a certain 15in PowerBook G4 models to return the battery, which could be faulty. The recall follows four complaints made to the US Consumer Product Safety Commission regarding batteries that have overheated.",Science and Technology
"Ubiquitous browser hole an easy target for scammers Dec 10, 2004: A new web browser security hole has been uncovered by a security firm, which could provide scammers with the means to launch phishing attacks from pop-up windows on genuine, trusted websites.",Science and Technology
"Alien Catfish Species Found in N.J. Canal (AP) AP - An alien species of catfish has been caught in the Delaware Raritan Canal, prompting fears among environmental officials that the voracious predator could devastate native catfish, sunfish and some sturgeon populations the way it has in southeastern states.",Science and Technology
Moonglow Bay review: a relaxing fishing RPG that's all about keeping it reel,Science and Technology
"US-Russian Crew Re-Docks Capsule After a 23-minute flight from the Pirs docking port to the Zarya cargo module, Russian Salizhan Sharipov and American Leroy Chiao re-docked the Soyuz TMA-5 spaceship.",Science and Technology
Hollywood fights illegal downloads by targeting servers Hollywood #39;s major studios intend to escalate their battle against illegal movie downloading by targeting the popular BitTorrent network and those who operate ,Science and Technology
A Cautionary Note From Weather Forecasters To Major League Baseball About Analytics,Science and Technology
"Pixel 6 and Pixel 6 Pro review: Solid phones, great software, perfect pricing",Science and Technology
"Big or Small NASA Space Vision? According to the Boeing-Northrup Grumman announcement, the two companies plan to alternate as prime contractor should they win the bid to build the CEV.",Science and Technology
"IBM triples transistor performance with germanium IBM researchers today said they have successfully demonstrated a new technique for improving transistor performance that will help the company build smaller, more powerful chips in the next decade.",Science and Technology
"San Andreas game a masterpiece of mayhem On the warpath in LA &lt;b&gt;...&lt;/b&gt; Sometimes you #39;ve just gotta drop your guard and own up to yourself that you #39;re a geek. So, after pretending for about 24 hours to be above the fray surrounding the official release of Grand Theft Auto: San ",Science and Technology
"MP3 players set for major growth: report An IDC report predicts that the market will grow at a compound annual growth rate (CAGR) of 20 percent to ship over 50 million units in 2008, up from just 12.",Science and Technology
"eBay, Macromedia, deal p2pnet.net News:- eBay has gone from being an online community founded in 1995 so people could sell things to each other, to a vast, multi-national virtual monopoly where the dollar and the bottom line rule.",Science and Technology
"DSL Leads the Broadband Boom (PC World) PC World - High-speed Internet access is becoming more and more popular, study shows.",Science and Technology
"Oil Eaters Slurp Up Spills Advances in biotechnology are limiting the damage oil spills inflict, as scientists supercharge bacteria to devour petroleum. By John Gartner.",Science and Technology
"And Then There Were Three America #39;s earliest space explorers bid farewell Friday to fellow Mercury 7 astronaut L. Gordon Cooper, whose toothy grin became a symbol of confidence and graceful daring as his country struggled to open a new frontier.",Science and Technology
"Spaceport Repairs Could Delay Flight Hurricane Frances battered the Kennedy Space Center, a top NASA official said Tuesday, blowing gaping holes in the Vehicle Assembly Building and ripping open the ",Science and Technology
This week in Dell news A trip by CNET News.com editors and reporters to Dell's headquarters in Texas yields a bonanza of information about the PC maker's plans and operations.,Science and Technology
"Apple 21st-Century strategy emerging but the UK has emerged as the company #39;s strongest European market, reports the Sunday Times. The Sunday Times Business section yesterday published ",Science and Technology
Microsoft to Release New Windows in '06 (AP) AP - Microsoft Corp. will drop a much-touted new technology for organizing and storing data when it releases the next version of its Windows operating system as expected in 2006.,Science and Technology
"Adware War Heading to Federal Court Is all fair in love, war and adware? A federal court may help decide - as far as adware goes, at least - in a case involving software from one company uninstalling a rival #39;s computer code.",Science and Technology
"HP buys British services company Synstar Hewlett-Packard completes its \$293 million bid for the company, in a move to better compete against IBM.",Science and Technology
"Huge waves erode British coast Waves over 20m high are getting bigger, more frequent and are eroding Britain's Atlantic coast, experts say.",Science and Technology
